Number of solutions: 120

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 7, NWU @ LOR, A, BVU @ LUT, C, WAR @ DBQ, E, SIM @ COE, D, 
Week: 8, LOR @ WAR, B, DBQ @ BVU, D, CEN @ NWU, E, LUT @ SIM, A, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, B, WAR @ CEN, D, COE @ LUT, C, 
Week: 1, LOR @ SIM, D, CEN @ BVU, B, DBQ @ COE, E, NWU @ WAR, A, 
Week: 2, COE @ LOR, B, BVU @ NWU, C, LUT @ DBQ, A, SIM @ CEN, E, 
Week: 3, LOR @ LUT, D, WAR @ BVU, E, NWU @ SIM, B, CEN @ COE, A, 
Week: 4, DBQ @ LOR, A, SIM @ WAR, C, LUT @ CEN, B, COE @ NWU, D, 
Week: 5, BVU @ SIM, A, CEN @ DBQ, C, WAR @ COE, B, NWU @ LUT, E, 
Week: 6, LOR @ CEN, A, COE @ BVU, C, DBQ @ NWU, B, LUT @ WAR, D, 
Week: 7, NWU @ LOR, C, BVU @ LUT, A, WAR @ DBQ, E, SIM @ COE, D, 
Week: 8, LOR @ WAR, B, DBQ @ BVU, D, CEN @ NWU, E, LUT @ SIM, C, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, C, WAR @ CEN, A, COE @ LUT, B, 
Week: 1, LOR @ SIM, A, CEN @ BVU, C, DBQ @ COE, E, NWU @ WAR, D, 
Week: 2, COE @ LOR, C, BVU @ NWU, B, LUT @ DBQ, D, SIM @ CEN, E, 
Week: 3, LOR @ LUT, A, WAR @ BVU, E, NWU @ SIM, C, CEN @ COE, D, 
Week: 4, DBQ @ LOR, D, SIM @ WAR, B, LUT @ CEN, C, COE @ NWU, A, 
Week: 5, BVU @ SIM, D, CEN @ DBQ, B, WAR @ COE, C, NWU @ LUT, E, 
Week: 6, LOR @ CEN, D, COE @ BVU, B, DBQ @ NWU, C, LUT @ WAR, A, 
Week: 7, NWU @ LOR, B, BVU @ LUT, D, WAR @ DBQ, E, SIM @ COE, A, 
Week: 8, LOR @ WAR, C, DBQ @ BVU, A, CEN @ NWU, E, LUT @ SIM, B, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, C, WAR @ CEN, A, COE @ LUT, D, 
Week: 1, LOR @ SIM, A, CEN @ BVU, C, DBQ @ COE, E, NWU @ WAR, B, 
Week: 2, COE @ LOR, C, BVU @ NWU, D, LUT @ DBQ, B, SIM @ CEN, E, 
Week: 3, LOR @ LUT, A, WAR @ BVU, E, NWU @ SIM, C, CEN @ COE, B, 
Week: 4, DBQ @ LOR, B, SIM @ WAR, D, LUT @ CEN, C, COE @ NWU, A, 
Week: 5, BVU @ SIM, B, CEN @ DBQ, D, WAR @ COE, C, NWU @ LUT, E, 
Week: 6, LOR @ CEN, B, COE @ BVU, D, DBQ @ NWU, C, LUT @ WAR, A, 
Week: 7, NWU @ LOR, D, BVU @ LUT, B, WAR @ DBQ, E, SIM @ COE, A, 
Week: 8, LOR @ WAR, C, DBQ @ BVU, A, CEN @ NWU, E, LUT @ SIM, D, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, C, WAR @ CEN, B, COE @ LUT, A, 
Week: 1, LOR @ SIM, B, CEN @ BVU, C, DBQ @ COE, E, NWU @ WAR, D, 
Week: 2, COE @ LOR, C, BVU @ NWU, A, LUT @ DBQ, D, SIM @ CEN, E, 
Week: 3, LOR @ LUT, B, WAR @ BVU, E, NWU @ SIM, C, CEN @ COE, D, 
Week: 4, DBQ @ LOR, D, SIM @ WAR, A, LUT @ CEN, C, COE @ NWU, B, 
Week: 5, BVU @ SIM, D, CEN @ DBQ, A, WAR @ COE, C, NWU @ LUT, E, 
Week: 6, LOR @ CEN, D, COE @ BVU, A, DBQ @ NWU, C, LUT @ WAR, B, 
Week: 7, NWU @ LOR, A, BVU @ LUT, D, WAR @ DBQ, E, SIM @ COE, B, 
Week: 8, LOR @ WAR, C, DBQ @ BVU, B, CEN @ NWU, E, LUT @ SIM, A, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, C, WAR @ CEN, B, COE @ LUT, D, 
Week: 1, LOR @ SIM, B, CEN @ BVU, C, DBQ @ COE, E, NWU @ WAR, A, 
Week: 2, COE @ LOR, C, BVU @ NWU, D, LUT @ DBQ, A, SIM @ CEN, E, 
Week: 3, LOR @ LUT, B, WAR @ BVU, E, NWU @ SIM, C, CEN @ COE, A, 
Week: 4, DBQ @ LOR, A, SIM @ WAR, D, LUT @ CEN, C, COE @ NWU, B, 
Week: 5, BVU @ SIM, A, CEN @ DBQ, D, WAR @ COE, C, NWU @ LUT, E, 
Week: 6, LOR @ CEN, A, COE @ BVU, D, DBQ @ NWU, C, LUT @ WAR, B, 
Week: 7, NWU @ LOR, D, BVU @ LUT, A, WAR @ DBQ, E, SIM @ COE, B, 
Week: 8, LOR @ WAR, C, DBQ @ BVU, B, CEN @ NWU, E, LUT @ SIM, D, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, C, WAR @ CEN, D, COE @ LUT, A, 
Week: 1, LOR @ SIM, D, CEN @ BVU, C, DBQ @ COE, E, NWU @ WAR, B, 
Week: 2, COE @ LOR, C, BVU @ NWU, A, LUT @ DBQ, B, SIM @ CEN, E, 
Week: 3, LOR @ LUT, D, WAR @ BVU, E, NWU @ SIM, C, CEN @ COE, B, 
Week: 4, DBQ @ LOR, B, SIM @ WAR, A, LUT @ CEN, C, COE @ NWU, D, 
Week: 5, BVU @ SIM, B, CEN @ DBQ, A, WAR @ COE, C, NWU @ LUT, E, 
Week: 6, LOR @ CEN, B, COE @ BVU, A, DBQ @ NWU, C, LUT @ WAR, D, 
Week: 7, NWU @ LOR, A, BVU @ LUT, B, WAR @ DBQ, E, SIM @ COE, D, 
Week: 8, LOR @ WAR, C, DBQ @ BVU, D, CEN @ NWU, E, LUT @ SIM, A, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, C, WAR @ CEN, D, COE @ LUT, B, 
Week: 1, LOR @ SIM, D, CEN @ BVU, C, DBQ @ COE, E, NWU @ WAR, A, 
Week: 2, COE @ LOR, C, BVU @ NWU, B, LUT @ DBQ, A, SIM @ CEN, E, 
Week: 3, LOR @ LUT, D, WAR @ BVU, E, NWU @ SIM, C, CEN @ COE, A, 
Week: 4, DBQ @ LOR, A, SIM @ WAR, B, LUT @ CEN, C, COE @ NWU, D, 
Week: 5, BVU @ SIM, A, CEN @ DBQ, B, WAR @ COE, C, NWU @ LUT, E, 
Week: 6, LOR @ CEN, A, COE @ BVU, B, DBQ @ NWU, C, LUT @ WAR, D, 
Week: 7, NWU @ LOR, B, BVU @ LUT, A, WAR @ DBQ, E, SIM @ COE, D, 
Week: 8, LOR @ WAR, C, DBQ @ BVU, D, CEN @ NWU, E, LUT @ SIM, B, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, D, WAR @ CEN, A, COE @ LUT, B, 
Week: 1, LOR @ SIM, A, CEN @ BVU, D, DBQ @ COE, E, NWU @ WAR, C, 
Week: 2, COE @ LOR, D, BVU @ NWU, B, LUT @ DBQ, C, SIM @ CEN, E, 
Week: 3, LOR @ LUT, A, WAR @ BVU, E, NWU @ SIM, D, CEN @ COE, C, 
Week: 4, DBQ @ LOR, C, SIM @ WAR, B, LUT @ CEN, D, COE @ NWU, A, 
Week: 5, BVU @ SIM, C, CEN @ DBQ, B, WAR @ COE, D, NWU @ LUT, E, 
Week: 6, LOR @ CEN, C, COE @ BVU, B, DBQ @ NWU, D, LUT @ WAR, A, 
Week: 7, NWU @ LOR, B, BVU @ LUT, C, WAR @ DBQ, E, SIM @ COE, A, 
Week: 8, LOR @ WAR, D, DBQ @ BVU, A, CEN @ NWU, E, LUT @ SIM, B, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, D, WAR @ CEN, A, COE @ LUT, C, 
Week: 1, LOR @ SIM, A, CEN @ BVU, D, DBQ @ COE, E, NWU @ WAR, B, 
Week: 2, COE @ LOR, D, BVU @ NWU, C, LUT @ DBQ, B, SIM @ CEN, E, 
Week: 3, LOR @ LUT, A, WAR @ BVU, E, NWU @ SIM, D, CEN @ COE, B, 
Week: 4, DBQ @ LOR, B, SIM @ WAR, C, LUT @ CEN, D, COE @ NWU, A, 
Week: 5, BVU @ SIM, B, CEN @ DBQ, C, WAR @ COE, D, NWU @ LUT, E, 
Week: 6, LOR @ CEN, B, COE @ BVU, C, DBQ @ NWU, D, LUT @ WAR, A, 
Week: 7, NWU @ LOR, C, BVU @ LUT, B, WAR @ DBQ, E, SIM @ COE, A, 
Week: 8, LOR @ WAR, D, DBQ @ BVU, A, CEN @ NWU, E, LUT @ SIM, C, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, D, WAR @ CEN, B, COE @ LUT, A, 
Week: 1, LOR @ SIM, B, CEN @ BVU, D, DBQ @ COE, E, NWU @ WAR, C, 
Week: 2, COE @ LOR, D, BVU @ NWU, A, LUT @ DBQ, C, SIM @ CEN, E, 
Week: 3, LOR @ LUT, B, WAR @ BVU, E, NWU @ SIM, D, CEN @ COE, C, 
Week: 4, DBQ @ LOR, C, SIM @ WAR, A, LUT @ CEN, D, COE @ NWU, B, 
Week: 5, BVU @ SIM, C, CEN @ DBQ, A, WAR @ COE, D, NWU @ LUT, E, 
Week: 6, LOR @ CEN, C, COE @ BVU, A, DBQ @ NWU, D, LUT @ WAR, B, 
Week: 7, NWU @ LOR, A, BVU @ LUT, C, WAR @ DBQ, E, SIM @ COE, B, 
Week: 8, LOR @ WAR, D, DBQ @ BVU, B, CEN @ NWU, E, LUT @ SIM, A, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, D, WAR @ CEN, B, COE @ LUT, C, 
Week: 1, LOR @ SIM, B, CEN @ BVU, D, DBQ @ COE, E, NWU @ WAR, A, 
Week: 2, COE @ LOR, D, BVU @ NWU, C, LUT @ DBQ, A, SIM @ CEN, E, 
Week: 3, LOR @ LUT, B, WAR @ BVU, E, NWU @ SIM, D, CEN @ COE, A, 
Week: 4, DBQ @ LOR, A, SIM @ WAR, C, LUT @ CEN, D, COE @ NWU, B, 
Week: 5, BVU @ SIM, A, CEN @ DBQ, C, WAR @ COE, D, NWU @ LUT, E, 
Week: 6, LOR @ CEN, A, COE @ BVU, C, DBQ @ NWU, D, LUT @ WAR, B, 
Week: 7, NWU @ LOR, C, BVU @ LUT, A, WAR @ DBQ, E, SIM @ COE, B, 
Week: 8, LOR @ WAR, D, DBQ @ BVU, B, CEN @ NWU, E, LUT @ SIM, C, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, D, WAR @ CEN, C, COE @ LUT, A, 
Week: 1, LOR @ SIM, C, CEN @ BVU, D, DBQ @ COE, E, NWU @ WAR, B, 
Week: 2, COE @ LOR, D, BVU @ NWU, A, LUT @ DBQ, B, SIM @ CEN, E, 
Week: 3, LOR @ LUT, C, WAR @ BVU, E, NWU @ SIM, D, CEN @ COE, B, 
Week: 4, DBQ @ LOR, B, SIM @ WAR, A, LUT @ CEN, D, COE @ NWU, C, 
Week: 5, BVU @ SIM, B, CEN @ DBQ, A, WAR @ COE, D, NWU @ LUT, E, 
Week: 6, LOR @ CEN, B, COE @ BVU, A, DBQ @ NWU, D, LUT @ WAR, C, 
Week: 7, NWU @ LOR, A, BVU @ LUT, B, WAR @ DBQ, E, SIM @ COE, C, 
Week: 8, LOR @ WAR, D, DBQ @ BVU, C, CEN @ NWU, E, LUT @ SIM, A, 

 , Game 1, Ref Crew, Game 2, Ref Crew, Game 3, Ref Crew, Game 4, Ref Crew, 
Week: 0, BVU @ LOR, E, SIM @ DBQ, D, WAR @ CEN, C, COE @ LUT, B, 
Week: 1, LOR @ SIM, C, CEN @ BVU, D, DBQ @ COE, E, NWU @ WAR, A, 
Week: 2, COE @ LOR, D, BVU @ NWU, B, LUT @ DBQ, A, SIM @ CEN, E, 
Week: 3, LOR @ LUT, C, WAR @ BVU, E, NWU @ SIM, D, CEN @ COE, A, 
Week: 4, DBQ @ LOR, A, SIM @ WAR, B, LUT @ CEN, D, COE @ NWU, C, 
Week: 5, BVU @ SIM, A, CEN @ DBQ, B, WAR @ COE, D, NWU @ LUT, E, 
Week: 6, LOR @ CEN, A, COE @ BVU, B, DBQ @ NWU, D, LUT @ WAR, C, 
Week: 7, NWU @ LOR, B, BVU @ LUT, A, WAR @ DBQ, E, SIM @ COE, C, 
Week: 8, LOR @ WAR, D, DBQ @ BVU, C, CEN @ NWU, E, LUT @ SIM, B, 

